fixed_T_ms,fixed_T2_ms2,phase_rad,upper_probability,lower_probability
11.5,132.25,3.96489816360601,26.741496069510774,34.08966312530287
11.5,132.25,3.9753873121869785,26.663130315508106,33.97696241643612
11.5,132.25,3.9858764607679467,26.585580574625062,33.86541946509941
11.5,132.25,3.996365609348915,26.508855378979483,33.755046543385376
11.5,132.25,4.006854757929883,26.43296316997166,33.64585579465848
11.5,132.25,4.017343906510852,26.35791229735574,33.53785923221914
11.5,132.25,4.02783305509182,26.283711018320975,33.43106873798192
11.5,132.25,4.038322203672788,26.21036749658333,33.325496061168295
11.5,132.25,4.0488113522537565,26.137889801487166,33.22115281701386
11.5,132.25,4.059300500834724,26.066285907117635,33.11805048549067
11.5,132.25,4.069789649415693,25.99556369142317,33.01620041004392
11.5,132.25,4.0802787979966615,25.92573093534889,32.915613796344125
11.5,132.25,4.090767946577629,25.856795321980492,32.81630171105421
